locus_id,accession,gene_gi,scaffold_id,start,stop,strand,gene_id,gene_name,gene_desc,cog,cog_fun,cog_desc,tigr_fam,tigr_roles,go,ec,ec_desc
209036,YP_009331.1,46578523.0,1944,139655,138984,-,DVU0106,glnP,"glutamine ABC transporter, permease protein (TIGR)",COG765,E,"ABC-type amino acid transport system, permease component","TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family","Transport and binding proteins:Amino acids, peptides and amines","GO:0006810,GO:0009276,GO:0016021,GO:0005215",,
209037,YP_009332.1,46578524.0,1944,140519,139770,-,DVU0107,glnH,"glutamine ABC transporter, periplasmic glutamine-binding protein (TIGR)",COG834,ET,"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",,,"GO:0006810,GO:0030288,GO:0016020,GO:0005234,GO:0004970",,
209038,YP_009333.1,46578525.0,1944,140918,140811,-,DVU0108,DVU0108,hypothetical protein (TIGR),,,,,,,,
209039,,,1944,141581,142687,+,,hydH,sensor histidine kinase (TIGR),COG642,T,Signal transduction histidine kinase,,,"GO:0018106,GO:0007165,GO:0016020,GO:0000155,GO:0005524",,
209040,YP_009335.1,46578527.0,1944,142672,144102,+,DVU0110,ntrC,sigma-54 dependent transcriptional regulator/response regulator (TIGR),COG2204,T,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",,,"GO:0000160,GO:0006355,GO:0005622,GO:0005524,GO:0008134,GO:0000156,GO:0017111,GO:0003700",,
209041,YP_009336.1,46578528.0,1944,144236,145042,+,DVU0111,DVU0111,response regulator (TIGR),COG784,T,FOG: CheY-like receiver,,,"GO:0006355,GO:0000160,GO:0000156",,
209042,YP_009337.1,46578529.0,1944,145051,146475,+,DVU0112,phrB,"deoxyribodipyrimidine photolyase, putative (TIGR)",COG415,L,Deoxyribodipyrimidine photolyase,,,"GO:0006281,GO:0003904",4.1.99.3,Deoxyribodipyrimidine photo-lyase.
209043,YP_009338.1,46578530.0,1944,147117,147497,+,DVU0113,hisI,phosphoribosyl-AMP cyclohydrolase (TIGR),COG139,E,Phosphoribosyl-AMP cyclohydrolase,,,"GO:0000105,GO:0004636,GO:0004635",3.5.4.19,Phosphoribosyl-AMP cyclohydrolase.
209044,YP_009339.1,46578531.0,1944,147494,148375,+,DVU0114,hisG,ATP phosphoribosyltransferase (TIGR),COG40,E,ATP phosphoribosyltransferase,"TIGR00070 ATP phosphoribosyltransferase [hisG],TIGR03455 ATP phosphoribosyltransferase, C-terminal domain [hisG]",Amino acid biosynthesis:Histidine family,"GO:0000105,GO:0003879",2.4.2.17,ATP phosphoribosyltransferase.
209045,YP_009340.1,46578532.0,1944,148475,149380,+,DVU0115,aroE,shikimate 5-dehydrogenase (TIGR),COG169,E,Shikimate 5-dehydrogenase,TIGR00507 shikimate 5-dehydrogenase [aroE],Amino acid biosynthesis:Aromatic amino acid family,"GO:0005737,GO:0004764,GO:0033706,GO:0050661","1.1.1.25,1.1.1.282","Shikimate dehydrogenase.,Quinate/shikimate dehydrogenase."
209046,YP_009341.1,46578533.0,1944,149719,150795,+,DVU0116,DVU0116,polysaccharide deacetylase family protein (TIGR),COG726,G,Predicted xylanase/chitin deacetylase,,,"GO:0005975,GO:0016810",,
209047,YP_009342.1,46578534.0,1944,151760,150843,-,DVU0117,DVU0117,"glycosyl transferase, group 2 family protein (TIGR)",COG1216,R,Predicted glycosyltransferases,,,,,
209048,YP_009343.1,46578535.0,1944,153411,152047,-,DVU0118,ntrC,sigma-54 dependent transcriptional regulator/response regulator (TIGR),COG2204,T,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",,,"GO:0006355,GO:0000160,GO:0005622,GO:0005524,GO:0017111,GO:0003700,GO:0008134,GO:0000156",,
209049,YP_009344.1,46578536.0,1944,155072,153408,-,DVU0119,DVU0119,sensor histidine kinase (TIGR),COG4191,T,Signal transduction histidine kinase regulating C4-dicarboxylate transport system,,,"GO:0018106,GO:0007165,GO:0016020,GO:0000155,GO:0005524",,
209050,YP_009345.1,46578537.0,1944,156007,155069,-,DVU0120,DVU0120,"ABC transporter, substrate-binding protein, putative (TIGR)",COG3221,P,"ABC-type phosphate/phosphonate transport system, periplasmic component",,,"GO:0015716,GO:0030288,GO:0015604",,
209051,YP_009346.1,46578538.0,1944,156500,156057,-,DVU0121,DVU0121,conserved hypothetical protein (TIGR),,,,,,GO:0006950,,
209052,YP_009347.1,46578539.0,1944,156680,156582,-,DVU0122,DVU0122,hypothetical protein (TIGR),,,,,,,,
209053,YP_009348.1,46578540.0,1944,157775,156693,-,DVU0123,DVU0123,"membrane protein, putative (TIGR)",COG2855,S,Predicted membrane protein,,,,,
209054,YP_009349.1,46578541.0,1944,157822,158010,+,DVU0124,DVU0124,hypothetical protein (TIGR),,,,,,,,
209055,YP_009350.1,46578542.0,1944,158213,159346,+,DVU0125,DVU0125,hypothetical protein (TIGR),COG1566,V,Multidrug resistance efflux pump,,,"GO:0009306,GO:0016020,GO:0008565",,
209056,YP_009351.1,46578543.0,1944,159343,162858,+,DVU0126,b3486,"ABC transporter, ATP-binding protein (TIGR)",COG1668,CP,"ABC-type Na+ efflux pump, permease component",,,"GO:0006355,GO:0006810,GO:0016020,GO:0003700,GO:0005524,GO:0042626",,
209057,YP_009352.1,46578544.0,1944,162862,163974,+,DVU0127,DVU0127,"membrane protein, putative (TIGR)",COG1668,CP,"ABC-type Na+ efflux pump, permease component",,,"GO:0006810,GO:0016020,GO:0005524,GO:0042626",,
209058,YP_009353.1,46578545.0,1944,165248,164190,-,DVU0128,DVU0128,"membrane protein, putative (TIGR)",COG628,R,Predicted permease,,,,,
209059,YP_009354.1,46578546.0,1944,165493,166851,+,DVU0129,DVU0129,sensory box/HDIG domain protein (TIGR),COG2202,T,FOG: PAS/PAC domain,"TIGR00229 PAS domain S-box protein,TIGR00229 PAS domain S-box protein,TIGR00277 uncharacterized domain HDIG",Regulatory functions:Small molecule interactions,"GO:0000160,GO:0006355,GO:0000155",,
11399144,,,1944,166902,167021,+,,Protein-coding gene,,,,,,,,,
209060,YP_009355.1,46578547.0,1944,167692,167030,-,DVU0130,DVU0130,"phosphoglycolate phosphatase, putative (TIGR)",COG546,R,Predicted phosphatases,"TIGR01509 HAD hydrolase, family IA, variant 3,TIGR01549 HAD hydrolase, family IA, variant 1",Unknown function:Enzymes of unknown specificity,"GO:0008152,GO:0008967",3.1.3.18,Phosphoglycolate phosphatase.
209063,YP_009357.1,46578549.0,1944,168235,169359,+,DVU0132,DVU0132,"membrane protein, putative (TIGR)",COG730,R,Predicted permeases,,,GO:0016021,,
209065,YP_009358.1,46578550.0,1944,169361,170083,+,DVU0133,DVU0133,hypothetical protein (TIGR),,,,,,,,
209066,YP_009359.1,46578551.0,1944,171481,170444,-,DVU0134,DVU0134,"glycosyl transferase, group 2 family protein (TIGR)",COG1216,R,Predicted glycosyltransferases,,,,2.4.1.-,
209068,YP_009360.1,46578552.0,1944,172473,171562,-,DVU0135,DVU0135,conserved hypothetical protein (TIGR),COG37,D,Predicted ATPase of the PP-loop superfamily implicated in cell cycle control,,,GO:0008033,,
209067,YP_009361.1,46578553.0,1944,172856,172638,-,DVU0136,DVU0136,hypothetical protein (TIGR),,,,,,GO:0006790,,
209070,YP_009363.1,46578555.0,1944,173086,173466,+,DVU0138,DVU0138,response regulator (TIGR),COG784,T,FOG: CheY-like receiver,,,"GO:0000160,GO:0006355,GO:0000156",,
209071,YP_009364.1,46578556.0,1944,173772,175484,+,DVU0139,cckA,sensor histidine kinase (TIGR),,,,,,"GO:0018106,GO:0007165,GO:0016020,GO:0000155,GO:0005524",2.7.13.3,Histidine kinase.
209072,YP_009365.1,46578557.0,1944,175592,176005,+,DVU0140,cheYI,response regulator (TIGR),,,,,,"GO:0000160,GO:0006355,GO:0000156",,
209073,YP_009366.1,46578558.0,1944,176335,177009,+,DVU0141,DVU0141,"peptidase, M50 family (TIGR)",COG1994,R,Zn-dependent proteases,,,"GO:0006508,GO:0004222,GO:0008270",3.4.24.-,
209074,YP_009367.1,46578559.0,1944,177038,178027,+,DVU0142,trpS,tryptophanyl-tRNA synthetase (TIGR),COG180,J,Tryptophanyl-tRNA synthetase,TIGR00233 tryptophan--tRNA ligase [trpS],Protein synthesis:tRNA aminoacylation,"GO:0006436,GO:0005737,GO:0005524,GO:0004830",6.1.1.2,Tryptophan--tRNA ligase.
209075,YP_009368.1,46578560.0,1944,178039,178815,+,DVU0143,DVU0143,conserved hypothetical protein (TIGR),,,,,,,,
209076,YP_009369.1,46578561.0,1944,179041,179643,+,DVU0144,rfaE,cytidyltransferase-related domain protein (TIGR),,,,"TIGR00125 cytidyltransferase-related domain,TIGR02199 bifunctional protein RfaE, domain II [rfaE]",Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,"GO:0005975,GO:0009058,GO:0016773,GO:0016779",2.7.7.-,
209077,YP_009370.1,46578562.0,1944,180436,180029,-,DVU0145,DVU0145,response regulator (TIGR),COG4566,T,Response regulator,,,"GO:0000160,GO:0006355,GO:0000156",,
209078,YP_009371.1,46578563.0,1944,181389,180580,-,DVU0146,DVU0146,hypothetical protein (TIGR),,,,,,,,
209079,YP_009372.1,46578564.0,1944,181646,181386,-,DVU0147,DVU0147,"lipoprotein, putative (TIGR)",,,,,,,,
209080,YP_009373.1,46578565.0,1944,182330,181719,-,DVU0148,DVU0148,"lipoprotein, putative (TIGR)",,,,,,,,
209081,YP_009374.1,46578566.0,1944,183405,182353,-,DVU0149,DVU0149,"membrane protein, putative (TIGR)",COG730,R,Predicted permeases,,,GO:0016021,,
209082,YP_009375.1,46578567.0,1944,183723,183427,-,DVU0150,DVU0150,"membrane protein, putative (TIGR)",,,,,,,,
209083,YP_009376.1,46578568.0,1944,184043,186916,+,DVU0151,DVU0151,HAMP domain/sigma-54 interaction domain protein (TIGR),COG3604,KT,"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",,,"GO:0006355,GO:0005622,GO:0005524,GO:0008134,GO:0017111",,
209084,YP_009377.1,46578569.0,1944,186986,189547,+,DVU0152,ppsA,phosphoenolpyruvate synthase-related protein (TIGR),COG574,G,Phosphoenolpyruvate synthase/pyruvate phosphate dikinase,,,"GO:0006412,GO:0016310,GO:0005840,GO:0005524,GO:0008986,GO:0003735",2.7.9.2,"Pyruvate, water dikinase."
410476,,,1944,189812,189726,-,DVUtRNA-Leu-1,tRNA-Leu,tRNA with anticodon TAA for Leu (VIMSS-AUTO),,,,,,,,
209085,YP_009378.1,46578570.0,1944,190387,190004,-,DVU0153,DVU0153,hypothetical protein (TIGR),,,,,,,,
209087,YP_009380.1,46578572.0,1944,190855,192243,+,DVU0155,DVU0155,type I phosphodiesterase/nucleotide pyrophosphatase family protein (TIGR),COG3379,S,Uncharacterized conserved protein,,,"GO:0009117,GO:0016787",,
209088,YP_009381.1,46578573.0,1944,192240,194399,+,DVU0156,pcrA,"ATP-dependent DNA helicase, UvrD/REP family (TIGR)",COG210,L,Superfamily I DNA and RNA helicases,,,"GO:0006281,GO:0003677,GO:0004003,GO:0005524",3.6.1.-,
209089,YP_009382.1,46578574.0,1944,194396,195367,+,DVU0157,thiL,thiamin-monophosphate kinase (TIGR),COG611,H,Thiamine monophosphate kinase,TIGR01379 thiamine-monophosphate kinase [thiL],"Biosynthesis of cofactors, prosthetic groups, and carriers:Thiamine","GO:0009228,GO:0009030",2.7.4.16,Thiamine-phosphate kinase.
209090,YP_009383.1,46578575.0,1944,195388,196386,+,DVU0158,DVU0158,conserved hypothetical protein TIGR00104 (TIGR),COG235,G,Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases,"TIGR00104 putative methyltransferase, YaeB/AF_0241 family",Unknown function:Enzymes of unknown specificity,"GO:0008738,GO:0046872",4.1.2.17,L-fuculose-phosphate aldolase.
209091,YP_009384.1,46578576.0,1944,197121,196600,-,DVU0159,DVU0159,thioesterase family protein (TIGR),COG1607,I,Acyl-CoA hydrolase,,,,3.1.2.-,
209092,YP_009385.1,46578577.0,1944,198142,197147,-,DVU0160,DVU0160,"carbohydrate isomerase, KpsF/GutQ family (TIGR)",COG794,M,Predicted sugar phosphate isomerase involved in capsule formation,"TIGR00393 sugar isomerase, KpsF/GutQ family",Energy metabolism:Sugars,"GO:0005975,GO:0005529,GO:0046914,GO:0019146,GO:0020037",5.3.1.13,Arabinose-5-phosphate isomerase.
209093,YP_009386.1,46578578.0,1944,199833,198445,-,DVU0161,purF,amidophosphoribosyltransferase (TIGR),COG34,F,Glutamine phosphoribosylpyrophosphate amidotransferase,TIGR01134 amidophosphoribosyltransferase [purF],"Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis","GO:0009113,GO:0009116,GO:0004044",2.4.2.14,Amidophosphoribosyltransferase.
209094,YP_009387.1,46578579.0,1944,203094,199861,-,DVU0162,carB,"carbamoyl-phosphate synthase, large subunit (TIGR)",COG458,EF,Carbamoylphosphate synthase large subunit (split gene in MJ),"TIGR01369 carbamoyl-phosphate synthase, large subunit [carB]","Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis","GO:0019856,GO:0006526,GO:0005737,GO:0004088,GO:0005524",6.3.5.5,Carbamoyl-phosphate synthase (glutamine-hydrolyzing).
209096,YP_009388.1,46578580.0,1944,203533,204093,+,DVU0163,DVU0163,"lipoprotein, putative (TIGR)",,,,,,"GO:0006118,GO:0005506,GO:0009055,GO:0020037",,
209097,YP_009389.1,46578581.0,1944,204157,205065,+,DVU0164,DVU0164,cation efflux family protein (TIGR),COG53,P,Predicted Co/Zn/Cd cation transporters,TIGR01297 cation diffusion facilitator family transporter,Transport and binding proteins:Cations and iron carrying compounds,"GO:0006118,GO:0006812,GO:0016020,GO:0008324,GO:0009055",,
209098,YP_009390.1,46578582.0,1944,206363,205350,-,DVU0165,oppF,"oligopeptide/dipeptide ABC transporter, ATP-binding protein (TIGR)",COG444,EP,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component","TIGR01727 oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain","Transport and binding proteins:Amino acids, peptides and amines","GO:0015833,GO:0005524,GO:0015197,GO:0016887",,
209099,YP_009391.1,46578583.0,1944,207360,206374,-,DVU0166,oppD,"oligopeptide/dipeptide ABC transporter, ATP-binding protein (TIGR)",COG444,EP,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component","TIGR01727 oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain","Transport and binding proteins:Amino acids, peptides and amines","GO:0015833,GO:0005524,GO:0016887,GO:0015197",,
209100,YP_009392.1,46578584.0,1944,208283,207363,-,DVU0167,oppC,"oligopeptide/dipeptide ABC transporter, permease protein (TIGR)",COG1173,EP,"ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",,,"GO:0006810,GO:0016020,GO:0015413",3.6.3.24,Nickel-transporting ATPase.
209101,YP_009393.1,46578585.0,1944,209262,208285,-,DVU0168,DVU0168,"oligopeptide/dipeptide ABC transporter, permease protein (TIGR)",COG601,EP,"ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",,,"GO:0006810,GO:0016020,GO:0004035,GO:0005215",3.1.3.1,Alkaline phosphatase.
209102,YP_009394.1,46578586.0,1944,210994,209432,-,DVU0169,DVU0169,"oligopeptide/dipeptide ABC transporter, periplasmic oligopeptide/dipeptide-binding protein (TIGR)",COG747,E,"ABC-type dipeptide transport system, periplasmic component",,,"GO:0006810,GO:0005215,GO:0008707",3.1.3.26,4-phytase.
209103,YP_009395.1,46578587.0,1944,211427,213496,+,DVU0170,DVU0170,methyl-accepting chemotaxis protein (TIGR),COG840,NT,Methyl-accepting chemotaxis protein,TIGR02481 hemerythrin-like metal-binding domain,,"GO:0007165,GO:0005975,GO:0006935,GO:0016020,GO:0004553,GO:0004871,GO:0046872",,
209104,YP_009396.1,46578588.0,1944,214906,213725,-,DVU0171,patB,hemolysin-related protein (TIGR),COG1168,E,Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities,,,"GO:0009058,GO:0016769,GO:0030170,GO:0004121","2.6.1.-,4.4.1.8",",Cystathionine beta-lyase."
209105,YP_009397.1,46578589.0,1944,216485,215484,-,DVU0172,phsB,thiosulfate reductase (phsB) (Shelley Haveman),COG437,C,Fe-S-cluster-containing hydrogenase components 1,,,"GO:0006118,GO:0009055,GO:0051536",,
209106,,,1944,218591,216495,-,,phsA,thiosulfate reductase (Shelley Haveman),COG243,C,"Anaerobic dehydrogenases, typically selenocysteine-containing",,,"GO:0006118,GO:0009326,GO:0008863,GO:0030151","1.2.1.2,1.8.99.-","Formate dehydrogenase.,"
209107,YP_009399.1,46578591.0,1944,218781,218674,-,DVU0174,DVU0174,hypothetical protein (TIGR),,,,,,,,
209108,YP_009400.1,46578592.0,1944,220889,219258,-,DVU0175,DVU0175,tungsten formylmethanofuran dehydrogenase family protein/molybdopterin binding protein (TIGR),COG303,H,Molybdopterin biosynthesis enzyme,,,GO:0006777,,
209109,YP_009401.1,46578593.0,1944,222044,221145,-,DVU0176,DVU0176,glycerophosphoryl diester phosphodiesterase family protein (TIGR),COG584,C,Glycerophosphoryl diester phosphodiesterase,,,"GO:0006071,GO:0008889",3.1.4.46,Glycerophosphodiester phosphodiesterase.
209110,YP_009402.1,46578594.0,1944,223003,222194,-,DVU0177,modA,"molybdenum ABC transporter, periplasmic molybdenum-binding protein (TIGR)",COG725,P,"ABC-type molybdate transport system, periplasmic component","TIGR01256 molybdate ABC transporter, periplasmic molybdate-binding protein [modA]",Transport and binding proteins:Anions,"GO:0015689,GO:0030288,GO:0015412,GO:0003871",2.1.1.14,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase.
209112,YP_009404.2,304569678.0,1944,223208,224605,+,DVU0179,DVU0179,"molybdenum-pterin binding domain protein/site-specific recombinase, phage integrase family (TIGR)",COG3585,H,Molybdopterin-binding protein,TIGR00638 molybdenum-pterin binding domain,Transport and binding proteins:Anions,"GO:0015074,GO:0006310,GO:0006810,GO:0043190,GO:0003677,GO:0005524,GO:0015412,GO:0030151",,
209113,YP_009405.1,46578597.0,1944,225353,224592,-,DVU0180,modC,ATP-binding component of molybdate ABC transporter (Dmitry Rodionov),COG4148,P,"ABC-type molybdate transport system, ATPase component",,,"GO:0005524,GO:0016887",,
209114,YP_009406.1,46578598.0,1944,226051,225350,-,DVU0181,modB,"molybdenum ABC transporter, permease protein (TIGR)",COG4149,P,"ABC-type molybdate transport system, permease component","TIGR02141 molybdate ABC transporter, permease protein [modB]",Transport and binding proteins:Anions,"GO:0015689,GO:0016021,GO:0015098",,
209115,YP_009407.1,46578599.0,1944,227339,226416,-,DVU0182,DVU0182,radical SAM domain protein (TIGR),COG535,R,Predicted Fe-S oxidoreductases,,,"GO:0008152,GO:0003824,GO:0051536",,
209116,YP_009408.1,46578600.0,1944,229276,227507,-,DVU0183,DVU0183,methyl-accepting chemotaxis protein (TIGR),COG840,NT,Methyl-accepting chemotaxis protein,,,"GO:0007165,GO:0006935,GO:0016020,GO:0004871",,
209117,YP_009409.1,46578601.0,1944,229405,229824,+,DVU0184,DVU0184,hypothetical protein (TIGR),,,,,,,,
209118,YP_009410.1,46578602.0,1944,229850,229915,+,DVU0185,DVU0185,hypothetical protein (TIGR),,,,,,,,
209119,YP_009411.1,46578603.0,1944,230021,230800,+,DVU0186,DVU0186,conserved hypothetical protein (TIGR),COG2043,S,Uncharacterized protein conserved in archaea,,,,,
209120,YP_009412.1,46578604.0,1944,232313,231222,-,DVU0187,DVU0187,GGDEF domain protein (TIGR),COG2199,T,FOG: GGDEF domain,TIGR00254 diguanylate cyclase (GGDEF) domain,Signal transduction:Other,"GO:0007242,GO:0009190,GO:0016849",,
410475,,,1944,233215,233143,-,DVUtRNA-Pseudo-1,pseudo-tRNA,pseudogene tRNA with anticodon TTT (VIMSS-AUTO),,,,,,,,
209122,YP_009414.1,46578606.0,1944,233752,235437,+,DVU0189,DVU0189,"phage/plasmid primase, P4 family (TIGR)",COG3378,R,Predicted ATPase,"TIGR01613 phage/plasmid primase, P4 family, C-terminal domain",Mobile and extrachromosomal element functions:Prophage functions,,,
209123,YP_009415.1,46578607.0,1944,235646,235434,-,DVU0190,DVU0190,hypothetical protein (TIGR),,,,,,,,
209124,YP_009416.1,46578608.0,1944,235704,237263,+,DVU0191,DVU0191,conserved hypothetical protein (TIGR),,,,,,"GO:0006260,GO:0003677,GO:0003896,GO:0008270",,
209125,YP_009417.1,46578609.0,1944,237390,238748,+,DVU0192,DVU0192,"adenine specific DNA methyltransferase, putative (TIGR)",COG863,L,DNA modification methylase,,,"GO:0006306,GO:0003677,GO:0008170,GO:0009007",2.1.1.72,Site-specific DNA-methyltransferase (adenine-specific).
209126,YP_009418.1,46578610.0,1944,238741,239472,+,DVU0193,DVU0193,hypothetical protein (TIGR),,,,,,,,
209127,YP_009419.1,46578611.0,1944,239489,241447,+,DVU0194,DVU0194,"terminase, large subunit, putative (TIGR)",COG5525,R,Bacteriophage tail assembly protein,,,,,
209128,YP_009420.1,46578612.0,1944,241444,241662,+,DVU0195,DVU0195,hypothetical protein (TIGR),,,,,,GO:0000166,,
11399145,,,1944,241655,242083,+,,Protein-coding gene,,,,,,,,,
209129,,,1944,242446,242586,+,,Protein-coding gene,hypothetical protein (TIGR),,,,,,,,
209130,YP_009422.1,46578614.0,1944,242590,244290,+,DVU0197,DVU0197,"phage portal protein, lambda family (TIGR)",COG5511,R,Bacteriophage capsid protein,"TIGR01539 phage portal protein, lambda family",Mobile and extrachromosomal element functions:Prophage functions,"GO:0019028,GO:0003677",,
209131,YP_009423.1,46578615.0,1944,244274,245593,+,DVU0198,DVU0198,"minor capsid protein C,  degenerate (TIGR)",COG616,OU,Periplasmic serine proteases (ClpP class),,,"GO:0006508,GO:0008233",,
